"rules","support","confidence","coverage","lift","count"
"{Raw Rice,Root Vegetables} => {Sunflower Oils}",0.0054709800190295,0.11219512195122,0.0487630827783064,1.39753568202349,46
"{Raw Rice,Sunflower Oils} => {Other Vegetables}",0.0071360608943863,0.46875,0.0152235965746908,1.09845317725753,60
"{Other Vegetables,Sunflower Oils} => {Raw Rice}",0.0071360608943863,0.189274447949527,0.0377021883920076,1.52434823597665,60
"{Other Vegetables,Raw Rice} => {Sunflower Oils}",0.0071360608943863,0.137614678899083,0.0518553758325404,1.71416921508665,60
"{Organic F&V,Sunflower Oils} => {Beans}",0.00523311132254995,0.403669724770642,0.0129638439581351,1.01405887238469,44
"{Beans,Sunflower Oils} => {Organic F&V}",0.00523311132254995,0.147651006711409,0.035442435775452,0.877349586169279,44
"{Beans,Organic F&V} => {Sunflower Oils}",0.00523311132254995,0.083969465648855,0.0623215984776403,1.04594854396381,44
"{Organic F&V,Sunflower Oils} => {Root Vegetables}",0.0071360608943863,0.55045871559633,0.0129638439581351,1.33263947041,60
"{Root Vegetables,Sunflower Oils} => {Organic F&V}",0.0071360608943863,0.194805194805195,0.0366317792578497,1.15754210453857,60
"{Organic F&V,Root Vegetables} => {Sunflower Oils}",0.0071360608943863,0.0923076923076923,0.0773073263558516,1.14981196581197,60
"{Organic F&V,Sunflower Oils} => {Other Vegetables}",0.00677925784966698,0.522935779816514,0.0129638439581351,1.22543033352766,57
"{Other Vegetables,Sunflower Oils} => {Organic F&V}",0.00677925784966698,0.17981072555205,0.0377021883920076,1.06844422646052,57
"{Organic F&V,Other Vegetables} => {Sunflower Oils}",0.00677925784966698,0.0870229007633588,0.0779019980970504,1.08398303647159,57
"{Sooji & Rava,Sunflower Oils} => {Moong Dal}",0.00535204567078972,0.274390243902439,0.0195052331113225,2.03985249401566,45
"{Moong Dal,Sunflower Oils} => {Sooji & Rava}",0.00535204567078972,0.346153846153846,0.0154614652711703,2.62440174793646,45
"{Moong Dal,Sooji & Rava} => {Sunflower Oils}",0.00535204567078972,0.15625,0.0342530922930542,1.9462962962963,45
"{Sooji & Rava,Sunflower Oils} => {Sugar}",0.00844433872502379,0.432926829268293,0.0195052331113225,2.72254957403725,71
"{Sugar,Sunflower Oils} => {Sooji & Rava}",0.00844433872502379,0.358585858585859,0.0235490009514748,2.71865635616763,71
"{Sooji & Rava,Sugar} => {Sunflower Oils}",0.00844433872502379,0.208823529411765,0.0404376784015224,2.60116775599129,71
"{Sooji & Rava,Sunflower Oils} => {Toor Dal}",0.00784966698382493,0.402439024390244,0.0195052331113226,2.64973165001814,66
"{Sunflower Oils,Toor Dal} => {Sooji & Rava}",0.00784966698382493,0.331658291457286,0.0236679352997146,2.51450217725236,66
"{Sooji & Rava,Toor Dal} => {Sunflower Oils}",0.00784966698382493,0.1875,0.0418648905803996,2.33555555555556,66
"{Sooji & Rava,Sunflower Oils} => {Whole Spices}",0.00701712654614653,0.359756097560976,0.0195052331113225,1.76890600484952,59
"{Sunflower Oils,Whole Spices} => {Sooji & Rava}",0.00701712654614653,0.324175824175824,0.0216460513796384,2.4577730655278,59
"{Sooji & Rava,Whole Spices} => {Sunflower Oils}",0.00701712654614653,0.132286995515695,0.0530447193149382,1.64780601229032,59
"{Sooji & Rava,Sunflower Oils} => {Banana}",0.0054709800190295,0.280487804878049,0.0195052331113225,1.08032133001128,46
"{Banana,Sunflower Oils} => {Sooji & Rava}",0.0054709800190295,0.256983240223464,0.0212892483349191,1.9483454317393,46
"{Banana,Sooji & Rava} => {Sunflower Oils}",0.0054709800190295,0.180392156862745,0.0303282588011418,2.24701815541031,46
"{Sooji & Rava,Sunflower Oils} => {Other Dals}",0.0079686013320647,0.408536585365854,0.0195052331113226,1.75972111155538,67
"{Other Dals,Sunflower Oils} => {Sooji & Rava}",0.0079686013320647,0.34010152284264,0.023430066603235,2.57851542295844,67
"{Other Dals,Sooji & Rava} => {Sunflower Oils}",0.0079686013320647,0.150561797752809,0.0529257849666984,1.87544236371203,67
"{Sooji & Rava,Sunflower Oils} => {Brinjals}",0.0054709800190295,0.280487804878049,0.0195052331113225,1.03209692053157,46
"{Brinjals,Sunflower Oils} => {Sooji & Rava}",0.0054709800190295,0.264367816091954,0.0206945765937203,2.00433236943296,46
"{Brinjals,Sooji & Rava} => {Sunflower Oils}",0.0054709800190295,0.132947976878613,0.041151284490961,1.65603939199315,46
"{Sooji & Rava,Sunflower Oils} => {Beans}",0.00939581351094196,0.481707317073171,0.0195052331113226,1.21009713831826,79
"{Beans,Sunflower Oils} => {Sooji & Rava}",0.00939581351094196,0.26510067114094,0.035442435775452,2.00988858697297,79
"{Beans,Sooji & Rava} => {Sunflower Oils}",0.00939581351094196,0.156746031746032,0.0599429115128449,1.95247501469724,79
"{Sooji & Rava,Sunflower Oils} => {Root Vegetables}",0.00868220742150333,0.445121951219512,0.0195052331113225,1.07762319776955,73
"{Root Vegetables,Sunflower Oils} => {Sooji & Rava}",0.00868220742150333,0.237012987012987,0.0366317792578497,1.79693885915707,73
"{Root Vegetables,Sooji & Rava} => {Sunflower Oils}",0.00868220742150333,0.154334038054968,0.056255946717412,1.92243050661655,73
"{Sooji & Rava,Sunflower Oils} => {Other Vegetables}",0.00939581351094196,0.481707317073171,0.0195052331113226,1.12881692362074,79
"{Other Vegetables,Sunflower Oils} => {Sooji & Rava}",0.00939581351094196,0.249211356466877,0.0377021883920076,1.8894220786055,79
"{Other Vegetables,Sooji & Rava} => {Sunflower Oils}",0.00939581351094196,0.155818540433925,0.0602997145575642,1.9409219081014,79
"{Moong Dal,Sunflower Oils} => {Sugar}",0.00677925784966698,0.438461538461538,0.0154614652711703,2.75735573327196,57
"{Sugar,Sunflower Oils} => {Moong Dal}",0.00677925784966698,0.287878787878788,0.0235490009514748,2.14012807116255,57
"{Moong Dal,Sugar} => {Sunflower Oils}",0.00677925784966698,0.185064935064935,0.0366317792578497,2.30522366522367,57
"{Moong Dal,Sunflower Oils} => {Toor Dal}",0.0071360608943863,0.461538461538462,0.0154614652711703,3.03885308113969,60
"{Sunflower Oils,Toor Dal} => {Moong Dal}",0.0071360608943863,0.301507537688442,0.0236679352997146,2.24144595657332,60
"{Moong Dal,Toor Dal} => {Sunflower Oils}",0.0071360608943863,0.138248847926267,0.0516175071360609,1.72206861239119,60
"{Moong Dal,Sunflower Oils} => {Whole Spices}",0.00618458610846813,0.4,0.0154614652711703,1.96678362573099,52
"{Sunflower Oils,Whole Spices} => {Moong Dal}",0.00618458610846813,0.285714285714286,0.0216460513796384,2.12403688265757,52
"{Moong Dal,Whole Spices} => {Sunflower Oils}",0.00618458610846813,0.119815668202765,0.0516175071360609,1.49245946407237,52
"{Moong Dal,Sunflower Oils} => {Other Dals}",0.0088011417697431,0.569230769230769,0.0154614652711703,2.45189155107188,74
"{Other Dals,Sunflower Oils} => {Moong Dal}",0.0088011417697431,0.375634517766497,0.023430066603235,2.79251549547366,74
"{Moong Dal,Other Dals} => {Sunflower Oils}",0.0088011417697431,0.114197530864198,0.077069457659372,1.42247828074989,74
"{Moong Dal,Sunflower Oils} => {Beans}",0.00618458610846813,0.4,0.0154614652711703,1.00484015536301,52
"{Beans,Sunflower Oils} => {Moong Dal}",0.00618458610846813,0.174496644295302,0.035442435775452,1.2972305793412,52
"{Beans,Moong Dal} => {Sunflower Oils}",0.00618458610846813,0.104417670682731,0.0592293054234063,1.30065744459319,52
"{Moong Dal,Sunflower Oils} => {Root Vegetables}",0.00784966698382493,0.507692307692308,0.0154614652711703,1.229103634632,66
"{Root Vegetables,Sunflower Oils} => {Moong Dal}",0.00784966698382493,0.214285714285714,0.0366317792578497,1.59302766199318,66
"{Moong Dal,Root Vegetables} => {Sunflower Oils}",0.00784966698382493,0.12890625,0.0608943862987631,1.60569444444444,66
"{Moong Dal,Sunflower Oils} => {Other Vegetables}",0.00737392959086584,0.476923076923077,0.0154614652711703,1.11760569419432,62
"{Other Vegetables,Sunflower Oils} => {Moong Dal}",0.00737392959086584,0.195583596214511,0.0377021883920076,1.4539937020085,62
"{Moong Dal,Other Vegetables} => {Sunflower Oils}",0.00737392959086584,0.114814814814815,0.0642245480494767,1.43016735253772,62
"{Sugar,Sunflower Oils} => {Toor Dal}",0.00951474785918173,0.404040404040404,0.0235490009514748,2.66027542456673,80
"{Sunflower Oils,Toor Dal} => {Sugar}",0.00951474785918173,0.402010050251256,0.0236679352997146,2.52812303852847,80
"{Sugar,Toor Dal} => {Sunflower Oils}",0.00951474785918173,0.201511335012594,0.0472169362511893,2.5100848959791,80
"{Sugar,Sunflower Oils} => {Whole Spices}",0.00737392959086584,0.313131313131313,0.0235490009514748,1.53965384842578,62
"{Sunflower Oils,Whole Spices} => {Sugar}",0.00737392959086584,0.340659340659341,0.0216460513796384,2.14230645943436,62
"{Sugar,Whole Spices} => {Sunflower Oils}",0.00737392959086584,0.136865342163355,0.0538772597526165,1.70483525468073,62
"{Sugar,Sunflower Oils} => {Banana}",0.00642245480494767,0.272727272727273,0.0235490009514748,1.05043101653271,54
"{Banana,Sunflower Oils} => {Sugar}",0.00642245480494767,0.301675977653631,0.0212892483349191,1.8971515483259,54
"{Banana,Sugar} => {Sunflower Oils}",0.00642245480494767,0.169278996865204,0.0379400570884872,2.10858934169279,54
"{Sugar,Sunflower Oils} => {Other Dals}",0.0104662226450999,0.444444444444444,0.0235490009514748,1.9143897996357,88
"{Other Dals,Sunflower Oils} => {Sugar}",0.0104662226450999,0.446700507614213,0.023430066603235,2.80916818849686,88
"{Other Dals,Sugar} => {Sunflower Oils}",0.0104662226450999,0.166666666666667,0.0627973358705994,2.07604938271605,88
"{Sugar,Sunflower Oils} => {Gourd & Cucumber}",0.00511417697431018,0.217171717171717,0.0235490009514748,0.724882809837157,43
"{Gourd & Cucumber,Sunflower Oils} => {Sugar}",0.00511417697431018,0.252941176470588,0.0202188392007612,1.59067270887413,43
"{Gourd & Cucumber,Sugar} => {Sunflower Oils}",0.00511417697431018,0.104878048780488,0.0487630827783064,1.30639205058717,43
"{Sugar,Sunflower Oils} => {Beans}",0.0105851569933397,0.44949494949495,0.0235490009514748,1.12917643721349,89
"{Beans,Sunflower Oils} => {Sugar}",0.0105851569933397,0.298657718120805,0.035442435775452,1.87817060131618,89
"{Beans,Sugar} => {Sunflower Oils}",0.0105851569933397,0.154782608695652,0.0683872502378687,1.92801803542673,89
"{Sugar,Sunflower Oils} => {Root Vegetables}",0.0103472882968601,0.439393939393939,0.0235490009514748,1.06375590049647,87
"{Root Vegetables,Sunflower Oils} => {Sugar}",0.0103472882968601,0.282467532467532,0.0366317792578497,1.7763552827128,87
"{Root Vegetables,Sugar} => {Sunflower Oils}",0.0103472882968601,0.154804270462633,0.0668411037107517,1.92828786081455,87
"{Sugar,Sunflower Oils} => {Other Vegetables}",0.0110608943862988,0.46969696969697,0.0235490009514748,1.10067227458532,93
"{Other Vegetables,Sunflower Oils} => {Sugar}",0.0110608943862988,0.293375394321767,0.0377021883920076,1.84495161963905,93
"{Other Vegetables,Sugar} => {Sunflower Oils}",0.0110608943862988,0.158163265306122,0.0699333967649857,1.97012849584278,93
"{Sunflower Oils,Toor Dal} => {Whole Spices}",0.00808753568030447,0.341708542713568,0.0236679352997146,1.68016691645361,68
"{Sunflower Oils,Whole Spices} => {Toor Dal}",0.00808753568030447,0.373626373626374,0.0216460513796384,2.46002392282737,68
"{Toor Dal,Whole Spices} => {Sunflower Oils}",0.00808753568030447,0.142557651991614,0.0567316841103711,1.77574035251184,68
"{Sunflower Oils,Toor Dal} => {Banana}",0.00677925784966698,0.28643216080402,0.0236679352997146,1.10321649475044,57
"{Banana,Sunflower Oils} => {Toor Dal}",0.00677925784966698,0.318435754189944,0.0212892483349191,2.09663885765783,57
"{Banana,Toor Dal} => {Sunflower Oils}",0.00677925784966698,0.162857142857143,0.0416270218839201,2.02859682539683,57
"{Sunflower Oils,Toor Dal} => {Other Dals}",0.0108230256898192,0.457286432160804,0.0236679352997146,1.969705082791,91
"{Other Dals,Sunflower Oils} => {Toor Dal}",0.0108230256898192,0.461928934010152,0.023430066603235,3.0414240228327,91
"{Other Dals,Toor Dal} => {Sunflower Oils}",0.0108230256898192,0.145833333333333,0.0742150333016175,1.81654320987654,91
"{Sunflower Oils,Toor Dal} => {Brinjals}",0.00677925784966698,0.28643216080402,0.0236679352997146,1.0539700691642,57
"{Brinjals,Sunflower Oils} => {Toor Dal}",0.00677925784966698,0.327586206896552,0.0206945765937203,2.15688710069398,57
"{Brinjals,Toor Dal} => {Sunflower Oils}",0.00677925784966698,0.141089108910891,0.0480494766888677,1.75744774477448,57
"{Sunflower Oils,Toor Dal} => {Gourd & Cucumber}",0.00618458610846813,0.261306532663317,0.0236679352997146,0.872197430183869,52
"{Gourd & Cucumber,Sunflower Oils} => {Toor Dal}",0.00618458610846813,0.305882352941176,0.0202188392007612,2.0139849831867,52
"{Gourd & Cucumber,Toor Dal} => {Sunflower Oils}",0.00618458610846813,0.133333333333333,0.0463843958135109,1.66083950617284,52
"{Sunflower Oils,Toor Dal} => {Beans}",0.0130827783063749,0.552763819095477,0.0236679352997146,1.38859820464738,110
"{Beans,Sunflower Oils} => {Toor Dal}",0.0130827783063749,0.369127516778524,0.035442435775452,2.43040263200769,110
"{Beans,Toor Dal} => {Sunflower Oils}",0.0130827783063749,0.180921052631579,0.0723120837297812,2.25360623781676,110
"{Sunflower Oils,Toor Dal} => {Root Vegetables}",0.0118934348239772,0.50251256281407,0.0236679352997146,1.2165636706423,100
"{Root Vegetables,Sunflower Oils} => {Toor Dal}",0.0118934348239772,0.324675324675325,0.0366317792578497,2.13772132331255,100
"{Root Vegetables,Toor Dal} => {Sunflower Oils}",0.0118934348239772,0.175438596491228,0.0677925784966698,2.1853151397011,100
"{Sunflower Oils,Toor Dal} => {Other Vegetables}",0.0128449096098953,0.542713567839196,0.0236679352997146,1.2717769449253,108
"{Other Vegetables,Sunflower Oils} => {Toor Dal}",0.0128449096098953,0.340694006309148,0.0377021883920076,2.24319123339649,108
"{Other Vegetables,Toor Dal} => {Sunflower Oils}",0.0128449096098953,0.174474959612278,0.0736203615604186,2.17331179321486,108
"{Sunflower Oils,Whole Spices} => {Banana}",0.00523311132254995,0.241758241758242,0.0216460513796384,0.93115130403266,44
"{Banana,Sunflower Oils} => {Whole Spices}",0.00523311132254995,0.245810055865922,0.0212892483349191,1.20863798229279,44
"{Banana,Whole Spices} => {Sunflower Oils}",0.00523311132254995,0.105515587529976,0.0495956232159848,1.31433342215117,44
"{Sunflower Oils,Whole Spices} => {Other Dals}",0.00856327307326356,0.395604395604396,0.0216460513796384,1.70401729418123,72
"{Other Dals,Sunflower Oils} => {Whole Spices}",0.00856327307326356,0.365482233502538,0.023430066603235,1.79706118087096,72
"{Other Dals,Whole Spices} => {Sunflower Oils}",0.00856327307326356,0.108270676691729,0.0790913415794481,1.34865162907268,72
"{Sunflower Oils,Whole Spices} => {Brinjals}",0.00570884871550904,0.263736263736264,0.0216460513796384,0.970457114001972,48
"{Brinjals,Sunflower Oils} => {Whole Spices}",0.00570884871550904,0.275862068965517,0.0206945765937203,1.35640250050413,48
"{Brinjals,Whole Spices} => {Sunflower Oils}",0.00570884871550904,0.0923076923076923,0.0618458610846813,1.14981196581197,48
"{Sunflower Oils,Whole Spices} => {Gourd & Cucumber}",0.00606565176022835,0.28021978021978,0.0216460513796384,0.935326682051573,51
"{Gourd & Cucumber,Sunflower Oils} => {Whole Spices}",0.00606565176022835,0.3,0.0202188392007612,1.47508771929825,51
"{Gourd & Cucumber,Whole Spices} => {Sunflower Oils}",0.00606565176022835,0.0876288659793814,0.0692197906755471,1.09153111874761,51
"{Sunflower Oils,Whole Spices} => {Beans}",0.00951474785918173,0.43956043956044,0.0216460513796384,1.10421995094836,80
"{Beans,Sunflower Oils} => {Whole Spices}",0.00951474785918173,0.268456375838926,0.035442435775452,1.31998901055771,80
"{Beans,Whole Spices} => {Sunflower Oils}",0.00951474785918173,0.110344827586207,0.0862274024738344,1.37448786717752,80
"{Sunflower Oils,Whole Spices} => {Root Vegetables}",0.0104662226450999,0.483516483516484,0.0216460513796384,1.17057489012571,88
"{Root Vegetables,Sunflower Oils} => {Whole Spices}",0.0104662226450999,0.285714285714286,0.0366317792578497,1.40484544695071,88
"{Root Vegetables,Whole Spices} => {Sunflower Oils}",0.0104662226450999,0.118438761776581,0.0883682207421503,1.47530830965555,88
"{Sunflower Oils,Whole Spices} => {Other Vegetables}",0.0112987630827783,0.521978021978022,0.0216460513796384,1.22318595562743,95
"{Other Vegetables,Sunflower Oils} => {Whole Spices}",0.0112987630827783,0.299684542586751,0.0377021883920076,1.47353662811076,95
"{Other Vegetables,Whole Spices} => {Sunflower Oils}",0.0112987630827783,0.123056994818653,0.0918173168411037,1.53283438879294,95
"{Banana,Sunflower Oils} => {Other Dals}",0.0071360608943863,0.335195530726257,0.0212892483349191,1.4438135360381,60
"{Other Dals,Sunflower Oils} => {Banana}",0.0071360608943863,0.304568527918782,0.023430066603235,1.17307017074719,60
"{Banana,Other Dals} => {Sunflower Oils}",0.0071360608943863,0.116731517509728,0.0611322549952426,1.45404236921747,60
"{Banana,Sunflower Oils} => {Brinjals}",0.00654138915318744,0.307262569832402,0.0212892483349191,1.13061868146645,55
"{Brinjals,Sunflower Oils} => {Banana}",0.00654138915318744,0.316091954022989,0.0206945765937203,1.21745357280132,55
"{Banana,Brinjals} => {Sunflower Oils}",0.00654138915318744,0.0774647887323944,0.0844433872502379,0.964924360980699,55
"{Banana,Sunflower Oils} => {Beans}",0.0120123691722169,0.564245810055866,0.0212892483349191,1.41744211859866,101
"{Beans,Sunflower Oils} => {Banana}",0.0120123691722169,0.338926174496644,0.035442435775452,1.30540140868886,101
"{Banana,Beans} => {Sunflower Oils}",0.0120123691722169,0.0986328125,0.121788772597526,1.22859953703704,101
"{Banana,Sunflower Oils} => {Root Vegetables}",0.012488106565176,0.58659217877095,0.0212892483349191,1.42011720100954,105
"{Root Vegetables,Sunflower Oils} => {Banana}",0.012488106565176,0.340909090909091,0.0366317792578497,1.31303877066589,105
"{Banana,Root Vegetables} => {Sunflower Oils}",0.012488106565176,0.0909878682842288,0.137250237868696,1.13337184671673,105
"{Banana,Sunflower Oils} => {Other Vegetables}",0.0117745004757374,0.553072625698324,0.0212892483349191,1.2960520169653,99
"{Other Vegetables,Sunflower Oils} => {Banana}",0.0117745004757374,0.312302839116719,0.0377021883920076,1.2028594921179,99
"{Banana,Other Vegetables} => {Sunflower Oils}",0.0117745004757374,0.0962099125364431,0.122383444338725,1.19841917719469,99
"{Other Dals,Sunflower Oils} => {Brinjals}",0.00570884871550904,0.243654822335025,0.023430066603235,0.896564440346999,48
"{Brinjals,Sunflower Oils} => {Other Dals}",0.00570884871550904,0.275862068965517,0.0206945765937203,1.18824194460147,48
"{Brinjals,Other Dals} => {Sunflower Oils}",0.00570884871550904,0.0871143375680581,0.0655328258801142,1.08512200040331,48
"{Other Dals,Sunflower Oils} => {Gourd & Cucumber}",0.00618458610846813,0.263959390862944,0.023430066603235,0.88105222642939,52
"{Gourd & Cucumber,Sunflower Oils} => {Other Dals}",0.00618458610846813,0.305882352941176,0.0202188392007612,1.3175506268081,52
"{Gourd & Cucumber,Other Dals} => {Sunflower Oils}",0.00618458610846813,0.0759124087591241,0.0814700285442436,0.945587456069208,52
"{Other Dals,Sunflower Oils} => {Beans}",0.0122502378686965,0.522842639593909,0.023430066603235,1.31343319799988,103
"{Beans,Sunflower Oils} => {Other Dals}",0.0122502378686965,0.345637583892617,0.035442435775452,1.4887913961932,103
"{Beans,Other Dals} => {Sunflower Oils}",0.0122502378686965,0.118119266055046,0.103710751665081,1.4713285762827,103
"{Other Dals,Sunflower Oils} => {Root Vegetables}",0.0108230256898192,0.461928934010152,0.023430066603235,1.1183122594752,91
"{Root Vegetables,Sunflower Oils} => {Other Dals}",0.0108230256898192,0.295454545454545,0.0366317792578497,1.27263412816692,91
"{Other Dals,Root Vegetables} => {Sunflower Oils}",0.0108230256898192,0.105691056910569,0.102402473834443,1.31651912074676,91
"{Other Dals,Sunflower Oils} => {Other Vegetables}",0.0117745004757374,0.50253807106599,0.023430066603235,1.17763102049132,99
"{Other Vegetables,Sunflower Oils} => {Other Dals}",0.0117745004757374,0.312302839116719,0.0377021883920076,1.34520608160521,99
"{Other Dals,Other Vegetables} => {Sunflower Oils}",0.0117745004757374,0.104984093319194,0.112155090390105,1.3077129727819,99
"{Brinjals,Sunflower Oils} => {Gourd & Cucumber}",0.0088011417697431,0.425287356321839,0.0206945765937203,1.41953794837397,74
"{Gourd & Cucumber,Sunflower Oils} => {Brinjals}",0.0088011417697431,0.435294117647059,0.0202188392007612,1.60172995237482,74
"{Brinjals,Gourd & Cucumber} => {Sunflower Oils}",0.0088011417697431,0.0623946037099494,0.141056137012369,0.777205671101118,74
"{Brinjals,Sunflower Oils} => {Beans}",0.0133206470028544,0.64367816091954,0.0206945765937203,1.61698415805542,112
"{Beans,Sunflower Oils} => {Brinjals}",0.0133206470028544,0.375838926174497,0.035442435775452,1.38295566357775,112
"{Beans,Brinjals} => {Sunflower Oils}",0.0133206470028544,0.0822320117474303,0.161988582302569,1.02430630336651,112
"{Brinjals,Sunflower Oils} => {Root Vegetables}",0.0137963843958135,0.666666666666667,0.0206945765937203,1.61397446971878,116
"{Root Vegetables,Sunflower Oils} => {Brinjals}",0.0137963843958135,0.376623376623377,0.0366317792578497,1.38584216658615,116
"{Brinjals,Root Vegetables} => {Sunflower Oils}",0.0137963843958135,0.0872836719337848,0.158063748810656,1.08723127943594,116
"{Brinjals,Sunflower Oils} => {Other Vegetables}",0.0148667935299715,0.718390804597701,0.0206945765937203,1.68345314522226,125
"{Other Vegetables,Sunflower Oils} => {Brinjals}",0.0148667935299715,0.394321766561514,0.0377021883920076,1.45096604518565,125
"{Brinjals,Other Vegetables} => {Sunflower Oils}",0.0148667935299715,0.0863856254319281,0.17209800190295,1.07604494612097,125
"{Gourd & Cucumber,Sunflower Oils} => {Beans}",0.0142721217887726,0.705882352941177,0.0202188392007612,1.77324733299355,120
"{Beans,Sunflower Oils} => {Gourd & Cucumber}",0.0142721217887726,0.402684563758389,0.035442435775452,1.3440936133706,120
"{Beans,Gourd & Cucumber} => {Sunflower Oils}",0.0142721217887726,0.0777705767984446,0.183515699333968,0.968733347735292,120
"{Gourd & Cucumber,Sunflower Oils} => {Root Vegetables}",0.012488106565176,0.61764705882353,0.0202188392007612,1.49529987635711,105
"{Root Vegetables,Sunflower Oils} => {Gourd & Cucumber}",0.012488106565176,0.340909090909091,0.0366317792578497,1.1378974340467,105
"{Gourd & Cucumber,Root Vegetables} => {Sunflower Oils}",0.012488106565176,0.0743626062322946,0.167935299714558,0.926282656594271,105
"{Gourd & Cucumber,Sunflower Oils} => {Other Vegetables}",0.0143910561370124,0.711764705882353,0.0202188392007612,1.66792576562398,121
"{Other Vegetables,Sunflower Oils} => {Gourd & Cucumber}",0.0143910561370124,0.381703470031546,0.0377021883920076,1.27406223740581,121
"{Gourd & Cucumber,Other Vegetables} => {Sunflower Oils}",0.0143910561370124,0.073960880195599,0.194576593720266,0.921278638051254,121
"{Beans,Sunflower Oils} => {Root Vegetables}",0.0230732635585157,0.651006711409396,0.035442435775452,1.57606231774552,194
"{Root Vegetables,Sunflower Oils} => {Beans}",0.0230732635585157,0.62987012987013,0.0366317792578497,1.58229699789305,194
"{Beans,Root Vegetables} => {Sunflower Oils}",0.0230732635585157,0.0978315683308119,0.235846812559467,1.21861900225995,194
"{Beans,Sunflower Oils} => {Other Vegetables}",0.0229543292102759,0.647651006711409,0.035442435775452,1.51768385296252,193
"{Other Vegetables,Sunflower Oils} => {Beans}",0.0229543292102759,0.608832807570978,0.0377021883920076,1.5294491323743,193
"{Beans,Other Vegetables} => {Sunflower Oils}",0.0229543292102759,0.0940545808966862,0.244053282588011,1.17157172767309,193
"{Root Vegetables,Sunflower Oils} => {Other Vegetables}",0.0241436726926736,0.659090909090909,0.0366317792578497,1.54449174014391,203
"{Other Vegetables,Sunflower Oils} => {Root Vegetables}",0.0241436726926736,0.640378548895899,0.0377021883920076,1.55033194331031,203
"{Other Vegetables,Root Vegetables} => {Sunflower Oils}",0.0241436726926736,0.100098619329389,0.241198858230257,1.24685806121704,203
"{Avalakki / Poha,Other Rice Products} => {Urad Dal}",0.00749286393910561,0.543103448275862,0.0137963843958135,5.30361648444071,63
"{Other Rice Products,Urad Dal} => {Avalakki / Poha}",0.00749286393910561,0.335106382978723,0.0223596574690771,4.36157038403267,63
"{Avalakki / Poha,Urad Dal} => {Other Rice Products}",0.00749286393910561,0.386503067484663,0.0193862987630828,5.47090537274586,63
"{Avalakki / Poha,Other Rice Products} => {Raw Rice}",0.00749286393910561,0.543103448275862,0.0137963843958135,4.37395957193817,63
"{Other Rice Products,Raw Rice} => {Avalakki / Poha}",0.00749286393910561,0.357954545454545,0.0209324452901998,4.65895018294399,63
"{Avalakki / Poha,Raw Rice} => {Other Rice Products}",0.00749286393910561,0.425675675675676,0.0176022835394862,6.02538902538902,63
"{Avalakki / Poha,Other Rice Products} => {Sooji & Rava}",0.00701712654614653,0.508620689655172,0.0137963843958135,3.85616118901775,59
"{Other Rice Products,Sooji & Rava} => {Avalakki / Poha}",0.00701712654614653,0.335227272727273,0.0209324452901998,4.36314382212215,59
"{Avalakki / Poha,Sooji & Rava} => {Other Rice Products}",0.00701712654614653,0.26457399103139,0.0265223596574691,3.74501366429618,59
"{Avalakki / Poha,Other Rice Products} => {Moong Dal}",0.00606565176022835,0.439655172413793,0.0137963843958135,3.26845330650325,51
"{Moong Dal,Other Rice Products} => {Avalakki / Poha}",0.00606565176022835,0.333333333333333,0.0181969552806851,4.33849329205366,51
"{Avalakki / Poha,Moong Dal} => {Other Rice Products}",0.00606565176022835,0.310975609756098,0.0195052331113226,4.40182310914018,51
"{Avalakki / Poha,Other Rice Products} => {Sugar}",0.00749286393910561,0.543103448275862,0.0137963843958135,3.41541794547752,63
"{Other Rice Products,Sugar} => {Avalakki / Poha}",0.00749286393910561,0.375,0.0199809705042816,4.88080495356037,63
"{Avalakki / Poha,Sugar} => {Other Rice Products}",0.00749286393910561,0.333333333333333,0.0224785918173168,4.71829405162738,63
"{Avalakki / Poha,Other Rice Products} => {Toor Dal}",0.00820647002854424,0.594827586206897,0.0137963843958135,3.91645289336538,69
"{Other Rice Products,Toor Dal} => {Avalakki / Poha}",0.00820647002854424,0.336585365853659,0.0243815413891532,4.38082005587858,69
"{Avalakki / Poha,Toor Dal} => {Other Rice Products}",0.00820647002854424,0.322429906542056,0.0254519505233111,4.56395733031247,69
"{Avalakki / Poha,Other Rice Products} => {Whole Spices}",0.00868220742150333,0.629310344827586,0.0137963843958135,3.09429320427506,73
"{Other Rice Products,Whole Spices} => {Avalakki / Poha}",0.00868220742150333,0.323008849557522,0.0268791627021884,4.20411518123784,73
"{Avalakki / Poha,Whole Spices} => {Other Rice Products}",0.00868220742150333,0.280769230769231,0.0309229305423406,3.97425537425537,73
"{Avalakki / Poha,Other Rice Products} => {Other Dals}",0.0088011417697431,0.637931034482759,0.0137963843958135,2.7478094968909,74
"{Other Dals,Other Rice Products} => {Avalakki / Poha}",0.0088011417697431,0.305785123966942,0.0287821122740247,3.97994012742113,74
"{Avalakki / Poha,Other Dals} => {Other Rice Products}",0.0088011417697431,0.27007299270073,0.0325880114176974,3.82285138489518,74
"{Avalakki / Poha,Other Rice Products} => {Beans}",0.00594671741198858,0.431034482758621,0.0137963843958135,1.08280189155497,50
"{Beans,Other Rice Products} => {Avalakki / Poha}",0.00594671741198858,0.17921146953405,0.0331826831588963,2.33252327529767,50
