web_scraper_order,web_scraper_start_url,Name,Title,Review,Star,Verified,Date
"1771222379-80","https://www.amazon.in/product-reviews/B09GH5H2N3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Anonymous","Unbelievable texture","It tastes very good, it's hard to believe it's not mutton. Totally recommended.
The flavor was quite close to the real keema.","4.0 out of 5 stars","","Reviewed in India on 24 January 2022"
"1771222379-81","https://www.amazon.in/product-reviews/B09GH5H2N3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Placeholder","Tasty and yummy!","I did not believe it but then a friend made me taste it and now I can say that it is really really close to the real thing. Much better when you account for the reduction in animal cruelty and pollution by animal meat.","5.0 out of 5 stars","","Reviewed in India on 24 January 2022"
"1771222379-82","https://www.amazon.in/product-reviews/B09GH5H2N3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Merugu Nakesh","మటన్ కిమలగే ఉంది","చాల బాగుంది డబ్బులు సరిపోయే విధంగా ఉంది టేస్ట్ మంచిగ ఉంది మటన్ అంటే నమ్మే విధంగా ఉంది అందరు వాడి చూడండి ఒక్క సారి తింటే మల్లి తినాలి అనిపిస్తుంది","5.0 out of 5 stars","","Reviewed in India on 26 February 2022"
"1771222379-83","https://www.amazon.in/product-reviews/B09GH5H2N3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Anoop verma","Taste is awesome","Very close to real meat...taste is very good and I just love this unmutton keema kit.... Must buy this product.","5.0 out of 5 stars","","Reviewed in India on 4 April 2022"
"1771222379-84","https://www.amazon.in/product-reviews/B09GH5H2N3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Ashutosh","The best alternative in the market","As real as it gets minus the guilt. My non veg friend's didn't even realised this is plant based till I told them.","5.0 out of 5 stars","","Reviewed in India on 17 February 2022"
"1771222379-85","https://www.amazon.in/product-reviews/B09GH5H2N3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Rhythm Jain","Loved it!!!!!","I tasted it during a marathon in Jaipur, it was yummy and made me come and post a review here. 10/10 would buy again.","5.0 out of 5 stars","","Reviewed in India on 24 January 2022"
"1771222379-86","https://www.amazon.in/product-reviews/B09GH5H2N3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Chitransh saxena","Real vegan or not","No animal killed for our taste,,, so that's good

Good for money,,, don't eat death body, eat safe products ।","5.0 out of 5 stars","","Reviewed in India on 10 February 2022"
"1771222379-87","https://www.amazon.in/product-reviews/B09GH5H2N3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","JK","This. Is. Not. Keema.","It's just soya coupled with a very spicy tastemaker. The end product upon following the box's recipe did not taste good.","1.0 out of 5 stars","","Reviewed in India on 16 October 2022"
"1771222379-88","https://www.amazon.in/product-reviews/B09GH5H2N3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","karni rathore","Disappointed!!","The smell is unbearable right when you start boiling the granules. And the gravy is very oily. It will taste good for 1 or 2 bites but after that you’ll think of throwing it.","1.0 out of 5 stars","","Reviewed in India on 29 May 2022"
"1771222379-89","https://www.amazon.in/product-reviews/B09GH5H2N3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Ajay","The best .","The best keema ever, even better than the real keema , review by my non vegetarian friends. I loved it","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 7 November 2021"
"1771222379-90","https://www.amazon.in/product-reviews/B09GH5H2N3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Adhya nagpal","Testy","Healthy keema","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 21 March 2022"
"1771222379-91","https://www.amazon.in/product-reviews/B09GH5H2N3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Aditya Bhattacharya","Very good. tastes exactly like Muton Keema. Cant tell any difference.","Very good. tastes exactly like Muton Keema. Cant tell any difference. Perfect for 2-3 people.","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 19 November 2021"
"1771222379-92","https://www.amazon.in/product-reviews/B09GH5H2N3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Nandini srivastava","Unmotton Keema","Veg unmotton Keema
Verry testy and used good ingredients","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 10 March 2022"
"1771222379-93","https://www.amazon.in/product-reviews/B09GH5H2N3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Jiwan vatsi","Testy unmotton kheema","Authentic","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 22 March 2022"
"1771222379-94","https://www.amazon.in/product-reviews/B09GH5H2N3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Punit sahu","Delicious keema","Delicious keema. The aroma, look and taste are very nearest to real mutton. I will try this more frequently as I have become vegetarian.","5.0 out of 5 stars","","Reviewed in India on 4 April 2022"
"1771222379-95","https://www.amazon.in/product-reviews/B09GH5H2N3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Tanjia biswa","Unmotton kheema","Superb test","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 21 March 2022"
"1771222379-96","https://www.amazon.in/product-reviews/B09GH5H2N3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Manoj Mekala","Good alternative for Keema.","Descent taste. Felt like 80% eating Keena.","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 20 November 2021"
"1771222379-97","https://www.amazon.in/product-reviews/B09GH5H2N3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Lavina D souza","awsome test","5 star product","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 4 March 2022"
"1771222379-98","https://www.amazon.in/product-reviews/B09GH5H2N3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Harsha P.","Tastes great but expensive","The best vegan / mock-meat product from this company. Tastes real nice but is expensive as you can see.","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 26 October 2022"
"1771222379-99","https://www.amazon.in/product-reviews/B09GH5H2N3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Anonymous","Yummy with Pav/Paratha!","It an exceptional idea executed to the best. Plant based yummy keema! Will add pictures later, but if you have tried jackfruit/other brands mock meat and didn’t like it! This should be your best bet!","5.0 out of 5 stars","","Reviewed in India on 24 October 2021"
"1771222379-100","https://www.amazon.in/product-reviews/B09GH5H2N3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Ajay","The best .","The best keema ever, even better than the real keema , review by my non vegetarian friends. I loved it","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 7 November 2021"
"1771222437-101","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Surabhi","Genuine.","This product seems to be genuine. Tastes and smells like actual soya , and not maida. I have ordered couple of times and will continue using it. Value for money.","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 27 January 2025"
"1771222437-102","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Rakesh G","Good product. Problem with Amazon's packaging process.","Taste was good. Got 9 pieces in one box and 10 in another. Little tough to take them out of the box, as pieces are cramply fitted. Use tongs to take out middle piece first.

Little confusion on date of manufacturing, as on the box, date printed was May, 2019 while on the sticker pasted by Amazon on the lid was showing Mfg date as May 2018. I considered Amazon's date as misprint. But Amazon should look into the matter, as there shouldn't be any compromise on quality when it comes to food. Taken out one star for this goofup.","4.0 out of 5 stars","Verified Purchase","Reviewed in India on 26 May 2019"
"1771222437-103","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Tejas. N. Suvarna","Amazing quality","I had never tasted soya chap before. This was my very first product and it was awesome.

I googled Malai soya chap recipe and prepared it, it was amazing. Just loved it. Do try it, and it tastes really good when fried. A little like chicken (little bit).","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 30 September 2022"
"1771222437-104","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","A","The solution was filled only one fourth of the container","The solution in the container was not filled till top. Also the pieces were a bit tight.","3.0 out of 5 stars","Verified Purchase","Reviewed in India on 18 November 2025"
"1771222437-105","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Sandalwoods","A must buy for soya chaap lovers!","Was a bit skeptical to buy this since I’ve never ordered food online because I live in a remote area, but this came well packaged in 2 days and it’s mfd was March 2020. The quality amazed me!! It was extremely soft; way softer than what you get in restaurants and quantity was sufficient too (8-9 huge pieces). However I’d suggest that once you open it, rather than storing it make 1-2 dishes out of it in one go.
Will definitely definitely buy again! Won’t have to buy ready made soya chaap dishes from outside anymore 😁","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 15 July 2020"
"1771222437-106","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Placeholder","Cheap quality product.","Doesn't taste well. Doesn't justify price. Price too high. It is below Rs. 100 product price.","1.0 out of 5 stars","Verified Purchase","Reviewed in India on 6 October 2024"
"1771222437-107","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Anurag Sinha","Tasty & Fresh","We really liked this chap and after putting it in curry , it was so tasty and yummy","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 31 May 2023"
"1771222437-108","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Nitin Rohilla","Good","Fresh n good","4.0 out of 5 stars","Verified Purchase","Reviewed in India on 9 July 2024"
"1771222437-109","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Sakshi Sahwal","best soya chaap🤩","i made soya chaap masala and it turned out perfect and so yummy.
 Although i request them to give some discount. anyways its one of the fresh packed soya chaap i ever tried, my recipe is on my youtube channel.
it even tastes good if you just fry them, yup they are that good. 8 chaaps come in this pack, enjoy.  🙂","4.0 out of 5 stars","Verified Purchase","Reviewed in India on 7 July 2020"
"1771222437-110","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Rohini khanna","Chaap","Tasty","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 24 March 2025"
"1771222437-111","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Tarun s.","Not same as shown in picture","Earlier to this I have ordered the same cheaper than this but packing was new and delicious too
But now with higher value old product not as soft as it was earlier","2.0 out of 5 stars","Verified Purchase","Reviewed in India on 12 October 2024"
"1771222437-112","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Meenakshi","Test","Was not so good test","2.0 out of 5 stars","Verified Purchase","Reviewed in India on 22 February 2025"
"1771222437-113","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Its tricky to prepare","You should use it in stir fry kind of recipe and never use a wet marinade. I used yogurt and it was disastrous. with part of it i made a grave dish that also wasnt good. But Ive understood how to make it now. If you use a light dry marinade, fry, cut up and then add to a stir fry type of dish, it should be good.","3.0 out of 5 stars","Verified Purchase","Reviewed in India on 16 October 2020"
"1771222437-114","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Placeholder","Very nice","Soya chap is really nice and tender.. It's so good must try.","4.0 out of 5 stars","Verified Purchase","Reviewed in India on 30 May 2023"
"1771222437-115","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Vikas","Delicious soya chaps (check a note below)","Important note: Need to consume it on the same day of opening.
Nice product, preservatives free.","4.0 out of 5 stars","Verified Purchase","Reviewed in India on 26 February 2023"
"1771222437-116","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","nayan mipun","Very good for vegan eating, though too pricy","Thank you for this food products, good for healthy vegan eating, price is too much for regular eating, but otherwise good healthy eating products","4.0 out of 5 stars","Verified Purchase","Reviewed in India on 28 October 2022"
"1771222437-117","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","saha bahadur biswokarna","very good quality","Thanks urban plater.This soya chap is really good quality.","4.0 out of 5 stars","Verified Purchase","Reviewed in India on 1 June 2023"
"1771222437-118","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Subhro","Product is good","U can give it a try, juz for reciepe look in you tube","4.0 out of 5 stars","Verified Purchase","Reviewed in India on 15 March 2023"
"1771222437-119","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","pradeep kumar rajput","Accha hai","Healthy hai they never use refined flour maida good source of protein","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 9 August 2024"
"1771222437-120","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","milind patil","Good Quality","Good quality","4.0 out of 5 stars","Verified Purchase","Reviewed in India on 30 June 2023"
"1771222437-121","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Animesh ghosh","Product quality","Good","4.0 out of 5 stars","Verified Purchase","Reviewed in India on 12 June 2023"
"1771222437-122","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Ch.Raju","Good","It was nice but I ordered two cans and both of these cans are bend.","4.0 out of 5 stars","Verified Purchase","Reviewed in India on 2 April 2022"
"1771222437-123","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Arjun Gupta","Best quality products","Very good taste","4.0 out of 5 stars","Verified Purchase","Reviewed in India on 4 November 2022"
"1771222437-124","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","O","Bad","Did not like it","2.0 out of 5 stars","Verified Purchase","Reviewed in India on 19 May 2024"
"1771222437-125","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Very nice book","Good taste","Good","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 17 March 2024"
"1771222437-126","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Banurajan","Too soft all mixed u could not take from tin box😠","Couldn't take from tin box.package also damaged","3.0 out of 5 stars","Verified Purchase","Reviewed in India on 17 April 2022"
"1771222437-127","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","SHIVAM V.","everything is nice but they ask for too much , but the real worth of product is not that much","not worth money","4.0 out of 5 stars","Verified Purchase","Reviewed in India on 13 February 2022"
"1771222437-128","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Deepika","Good quality","Nice flavour, texture","4.0 out of 5 stars","Verified Purchase","Reviewed in India on 11 February 2022"
"1771222437-129","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Prashant","Costly","Very costly quality vise","3.0 out of 5 stars","Verified Purchase","Reviewed in India on 12 June 2022"
"1771222437-130","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","AGG","Nice product","It's really nice. Value for money","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 5 October 2023"
"1771222437-131","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Dr sanjay godara","Awwsome","I left nonveg but start soya chaap","4.0 out of 5 stars","Verified Purchase","Reviewed in India on 6 June 2021"
"1771222437-132","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Khushbu Kejriwal","Nice","It is good product..tastes good.. Made tandoori chaap took no tym to cook.. Happy","4.0 out of 5 stars","Verified Purchase","Reviewed in India on 26 July 2020"
"1771222437-133","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Kausik M.","Good and healthy product. Good and hygenic packaging.","Fresh healthy hygenic. You can induce it to any kind of flavour. Can be cooked easily at home.","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 25 September 2022"
"1771222437-134","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","tsuresh k.","Item is OK but does not come with the mas9","This item should come along with the masala needed for cooking it6","3.0 out of 5 stars","Verified Purchase","Reviewed in India on 30 April 2021"
"1771222437-135","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Tarvinder Kaur","I've received broken jars","Being a prime member and receiving product broken is so painful 💔","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 13 February 2023"
"1771222437-136","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Abhishek R Goyal","Excellent Taste and value for money.","Great Taste and texture. Its not like chicken or any meat. those who have tasted commercial soya chaap will be able to understand that this is a product in the same range.
Soft and succulent when cooked and can be grilled also.
The quantity is also quite good.
Have ordered this multiple times!!","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 24 January 2019"
"1771222437-137","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Preeti Chhabria","Good experience","Loved the texture and the softness , the final products of grilled soya chaap is so juicy and fingerlicking good","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 18 February 2022"
"1771222437-138","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Rish","9 in number","Ok product not too great","3.0 out of 5 stars","Verified Purchase","Reviewed in India on 30 November 2021"
"1771222437-139","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Anshul Kalra","LOVE IT!","It is very soft, chewable and fresh, love the quality of soya used in this","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 29 July 2022"
"1771222437-140","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Palak Jethani","Tampered containers. Sharp bends, I wish the soya chaap is not affected much inside","","4.0 out of 5 stars","Verified Purchase","Reviewed in India on 19 August 2021"
"1771222437-141","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Sonam Chauhan","Costly","Costly","3.0 out of 5 stars","Verified Purchase","Reviewed in India on 18 April 2022"
"1771222437-142","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Sagnik Chatterjee","Perfect Soya chaap","Nice and tasty product. I think it's one of the best soya chaap in the market as of today.","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 21 January 2022"
"1771222437-143","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Saurav","Good taste will pull a hole in your pocket.","It's a genuinely SOYA CHAAP. But the price isn't worth. In ₹150, you get Soya chaap sticks worth 1kg. So the price seems to fool the consumer. Doesn't help for 500gms. Actually the product is 500 GM's else Brine is about 300 gms.","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 23 August 2019"
"1771222437-144","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Rajat Seth","A real soya chap made of soya bean.","Best soya m chap in market a real taste of soya and very soft.","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 26 July 2022"
"1771222437-145","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Arghya Nath","IT DOESN'T HAVE MAIDA IT HAS ATTA.","VERY POOR PRODUCT NEITHER IT HAS TASTE OR FLAVOUR.TOTALL LOL PRODUCT PRICE IS TOO HIGH FOR SOYABEAN  CHUNKS AND ATTA","2.0 out of 5 stars","Verified Purchase","Reviewed in India on 24 August 2022"
"1771222437-146","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Sam Ahmad","Very Good quality product","Good quality product I'm very much setisfied with the taste and flavour. Must buy product","4.0 out of 5 stars","Verified Purchase","Reviewed in India on 11 September 2019"
"1771222437-147","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Ravi","Nice","Nice","4.0 out of 5 stars","Verified Purchase","Reviewed in India on 18 August 2021"
"1771222437-148","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","atul jain","Pue soya","While eating you feel the difference
It tastes great but price is too high","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 1 July 2022"
"1771222437-149","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Soumendra","Taste like floor with little bit soya...","By packing it looks good. But taste is poor, it seems you are eating maida/floor with little bit soya. Manufacturer should first taste their product if it actually taste soya chaap !!!","2.0 out of 5 stars","Verified Purchase","Reviewed in India on 31 July 2021"
"1771222437-150","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Ravi","Worst","","1.0 out of 5 stars","Verified Purchase","Reviewed in India on 23 August 2023"
"1771222437-151","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Bahut hi ghatiya quality","Kulity","Bahut hi ghatiya quality hai","1.0 out of 5 stars","Verified Purchase","Reviewed in India on 27 October 2024"
"1771222437-152","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Anil Yadav","No best desi treats is best","It’s not good","2.0 out of 5 stars","Verified Purchase","Reviewed in India on 9 January 2023"
"1771222437-153","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Preeti Ajit Saharan","Yummy","Good taste","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 8 April 2023"
"1771222437-154","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Value for money","Food was preserved well and tasted good.","4.0 out of 5 stars","Verified Purchase","Reviewed in India on 25 January 2020"
"1771222437-155","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Naman","Amazing","It's the best chaap I have ever bought!","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 28 June 2022"
"1771222437-156","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Ingrid T","Great choice not to eat meat","Happy to get mock food now in India","4.0 out of 5 stars","Verified Purchase","Reviewed in India on 16 November 2019"
"1771222437-157","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","pradeep kumar","Nice","Nice","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 19 January 2023"
"1771222437-158","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","KumarP","GOOD QUALITY AND EXCELLENT PACKING","Soft and good in taste. Much better than the dry ones which one is required to boil.","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 24 March 2021"
"1771222437-159","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Sapan Das","EXCELLENT","EXCELLENT","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 27 February 2023"
"1771222437-160","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Yashwanth","Best in quality","Best in quality. But it comes in brine solution. So wash thoroughly before using.","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 28 June 2021"
"1771222437-161","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Rohit","Very delicious and easy to cook.","The nutriton area on the box says ""18 Kcal"" per 100g, which seems very erroneous. Very unprofessional from a reputed brand like Urban Platter. The taste is excellent and I loved it. Will definitely order again.","2.0 out of 5 stars","Verified Purchase","Reviewed in India on 1 November 2019"
"1771222437-162","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Sachin J.","I will buy again and again","It was fresh, soft and tasty… I found best place order chaap","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 8 September 2021"
"1771222437-163","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Poonam","Just great","My daughter is crazy for soya chops. We have to travel 20km to get them. I made them watching cooking shooking. And they turned yummy. Thanks urban platter and Amazon.","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 13 March 2019"
"1771222437-164","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","niks b.","Delish","Only the bad this is it is so difficult to take out the first piece..otherwise the taste is so delish.","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 21 July 2020"
